municipio_cod;municipio_fato;data_fato;mes;ano;risp;rmbh;tentado_consumado;qtde_vitimas
313665;JUATUBA;2024-11-22;11;2024;2;RMBH (Sem BH);TENTADO;1
313670;JUIZ DE FORA;2024-02-06;2;2024;4;Interior de MG;TENTADO;1
313670;JUIZ DE FORA;2024-04-15;4;2024;4;Interior de MG;TENTADO;1
313670;JUIZ DE FORA;2024-08-22;8;2024;4;Interior de MG;TENTADO;1
313670;JUIZ DE FORA;2024-10-07;10;2024;4;Interior de MG;TENTADO;1
313720;LAGOA DA PRATA;2024-06-08;6;2024;7;Interior de MG;TENTADO;1
313760;LAGOA SANTA;2024-05-10;5;2024;3;RMBH (Sem BH);TENTADO;1
313760;LAGOA SANTA;2024-07-02;7;2024;3;RMBH (Sem BH);TENTADO;1
313820;LAVRAS;2024-01-03;1;2024;6;Interior de MG;TENTADO;1
313820;LAVRAS;2024-07-21;7;2024;6;Interior de MG;TENTADO;1
313830;LEANDRO FERREIRA;2024-02-14;2;2024;7;Interior de MG;TENTADO;1
313840;LEOPOLDINA;2024-09-26;9;2024;4;Interior de MG;TENTADO;1
313900;MACHADO;2024-07-29;7;2024;18;Interior de MG;TENTADO;1
313900;MACHADO;2024-09-06;9;2024;18;Interior de MG;TENTADO;1
313920;MALACACHETA;2024-05-31;5;2024;15;Interior de MG;TENTADO;1
313920;MALACACHETA;2024-08-09;8;2024;15;Interior de MG;TENTADO;1
313940;MANHUACU;2024-01-27;1;2024;12;Interior de MG;TENTADO;1
313940;MANHUACU;2024-02-27;2;2024;12;Interior de MG;TENTADO;1
314110;MATOZINHOS;2024-03-11;3;2024;19;RMBH (Sem BH);TENTADO;1
314180;MINAS NOVAS;2024-05-22;5;2024;14;Interior de MG;TENTADO;1
314220;MIRAI;2024-12-28;12;2024;4;Interior de MG;TENTADO;1
314330;MONTES CLAROS;2024-05-20;5;2024;11;Interior de MG;TENTADO;1
314330;MONTES CLAROS;2024-06-06;6;2024;11;Interior de MG;TENTADO;1
314330;MONTES CLAROS;2024-08-25;8;2024;11;Interior de MG;TENTADO;1
314390;MURIAE;2024-12-27;12;2024;4;Interior de MG;TENTADO;1
314430;NANUQUE;2024-09-28;9;2024;15;Interior de MG;TENTADO;1
314470;NOVA ERA;2024-12-31;12;2024;12;Interior de MG;TENTADO;1
314480;NOVA LIMA;2024-03-14;3;2024;3;RMBH (Sem BH);TENTADO;1
314510;NOVA RESENDE;2024-06-27;6;2024;18;Interior de MG;TENTADO;1
314520;NOVA SERRANA;2024-11-27;11;2024;7;Interior de MG;TENTADO;1
314530;NOVO CRUZEIRO;2024-10-10;10;2024;15;Interior de MG;TENTADO;1
314530;NOVO CRUZEIRO;2024-12-03;12;2024;15;Interior de MG;TENTADO;1
314800;PATOS DE MINAS;2024-01-17;1;2024;10;Interior de MG;TENTADO;1
314800;PATOS DE MINAS;2024-07-28;7;2024;10;Interior de MG;TENTADO;1
314810;PATROCINIO;2024-11-28;11;2024;10;Interior de MG;TENTADO;1
314930;PEDRO LEOPOLDO;2024-01-14;1;2024;19;RMBH (Sem BH);TENTADO;1
314930;PEDRO LEOPOLDO;2024-08-11;8;2024;19;RMBH (Sem BH);TENTADO;1
314990;PERDOES;2024-03-20;3;2024;6;Interior de MG;TENTADO;1
314995;PERIQUITO;2024-03-29;3;2024;8;Interior de MG;TENTADO;1
315180;POCOS DE CALDAS;2024-03-26;3;2024;18;Interior de MG;TENTADO;1
315210;PONTE NOVA;2024-04-21;4;2024;12;Interior de MG;TENTADO;3
315210;PONTE NOVA;2024-05-12;5;2024;12;Interior de MG;TENTADO;1
315210;PONTE NOVA;2024-08-08;8;2024;12;Interior de MG;TENTADO;1
315250;POUSO ALEGRE;2024-06-02;6;2024;17;Interior de MG;TENTADO;1
315250;POUSO ALEGRE;2024-09-26;9;2024;17;Interior de MG;TENTADO;1
315460;RIBEIRAO DAS NEVES;2024-01-13;1;2024;2;RMBH (Sem BH);TENTADO;1
315460;RIBEIRAO DAS NEVES;2024-04-05;4;2024;2;RMBH (Sem BH);TENTADO;1
315460;RIBEIRAO DAS NEVES;2024-05-19;5;2024;2;RMBH (Sem BH);TENTADO;1
315460;RIBEIRAO DAS NEVES;2024-06-06;6;2024;2;RMBH (Sem BH);TENTADO;1
315460;RIBEIRAO DAS NEVES;2024-07-20;7;2024;2;RMBH (Sem BH);TENTADO;1
315460;RIBEIRAO DAS NEVES;2024-08-03;8;2024;2;RMBH (Sem BH);TENTADO;1
315460;RIBEIRAO DAS NEVES;2024-09-04;9;2024;2;RMBH (Sem BH);TENTADO;1
315460;RIBEIRAO DAS NEVES;2024-09-29;9;2024;2;RMBH (Sem BH);TENTADO;1
315460;RIBEIRAO DAS NEVES;2024-12-05;12;2024;2;RMBH (Sem BH);TENTADO;1
315670;SABARA;2024-02-10;2;2024;3;RMBH (Sem BH);TENTADO;1
315670;SABARA;2024-05-08;5;2024;3;RMBH (Sem BH);TENTADO;1
315670;SABARA;2024-09-26;9;2024;3;RMBH (Sem BH);TENTADO;1
315680;SABINOPOLIS;2024-07-10;7;2024;8;Interior de MG;TENTADO;1
315680;SABINOPOLIS;2024-10-13;10;2024;8;Interior de MG;TENTADO;1
315780;SANTA LUZIA;2024-07-16;7;2024;3;RMBH (Sem BH);TENTADO;1
315780;SANTA LUZIA;2024-09-10;9;2024;3;RMBH (Sem BH);TENTADO;1
315780;SANTA LUZIA;2024-10-05;10;2024;3;RMBH (Sem BH);TENTADO;1
315820;SANTA MARIA DO SUACUI;2024-08-20;8;2024;8;Interior de MG;TENTADO;1
316040;SANTO ANTONIO DO MONTE;2024-11-05;11;2024;7;Interior de MG;TENTADO;1
316070;SANTOS DUMONT;2024-04-15;4;2024;13;Interior de MG;TENTADO;1
316070;SANTOS DUMONT;2024-10-06;10;2024;13;Interior de MG;TENTADO;1
316095;SAO DOMINGOS DAS DORES;2024-04-06;4;2024;12;Interior de MG;TENTADO;1
316110;SAO FRANCISCO;2024-07-13;7;2024;11;Interior de MG;TENTADO;1
316150;SAO GERALDO;2024-05-27;5;2024;4;Interior de MG;TENTADO;1
316290;SAO JOAO NEPOMUCENO;2024-02-01;2;2024;4;Interior de MG;TENTADO;1
316470;SAO SEBASTIAO PARAISO;2024-04-29;4;2024;18;Interior de MG;TENTADO;1
316510;SAO TOMAS DE AQUINO;2024-03-17;3;2024;18;Interior de MG;TENTADO;1
316553;SARZEDO;2024-08-19;8;2024;2;RMBH (Sem BH);TENTADO;1
316710;SERRO;2024-11-26;11;2024;14;Interior de MG;TENTADO;1
316720;SETE LAGOAS;2024-01-01;1;2024;19;Interior de MG;TENTADO;1
316720;SETE LAGOAS;2024-02-14;2;2024;19;Interior de MG;TENTADO;1
316720;SETE LAGOAS;2024-05-24;5;2024;19;Interior de MG;TENTADO;1
316870;TIMOTEO;2024-03-22;3;2024;12;Interior de MG;TENTADO;1
316870;TIMOTEO;2024-09-03;9;2024;12;Interior de MG;TENTADO;1
316870;TIMOTEO;2024-11-18;11;2024;12;Interior de MG;TENTADO;1
316930;TRES CORACOES;2024-07-07;7;2024;6;Interior de MG;TENTADO;1
316990;UBA;2024-09-10;9;2024;4;Interior de MG;TENTADO;1
316990;UBA;2024-10-14;10;2024;4;Interior de MG;TENTADO;1
316990;UBA;2024-11-03;11;2024;4;Interior de MG;TENTADO;1
317010;UBERABA;2024-01-13;1;2024;5;Interior de MG;TENTADO;1
317010;UBERABA;2024-06-08;6;2024;5;Interior de MG;TENTADO;1
317010;UBERABA;2024-12-17;12;2024;5;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-01-23;1;2024;9;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-02-10;2;2024;9;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-03-15;3;2024;9;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-03-21;3;2024;9;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-05-09;5;2024;9;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-07-15;7;2024;9;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-09-22;9;2024;9;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-11-10;11;2024;9;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-11-25;11;2024;9;Interior de MG;TENTADO;1
317020;UBERLANDIA;2024-12-25;12;2024;9;Interior de MG;TENTADO;1
317040;UNAI;2024-02-13;2;2024;16;Interior de MG;TENTADO;1
317040;UNAI;2024-06-10;6;2024;16;Interior de MG;TENTADO;1
317070;VARGINHA;2024-02-04;2;2024;6;Interior de MG;TENTADO;1
317080;VARZEA DA PALMA;2024-11-17;11;2024;14;Interior de MG;TENTADO;1
317107;VEREDINHA;2024-02-29;2;2024;14;Interior de MG;TENTADO;1
317120;VESPASIANO;2024-02-18;2;2024;3;RMBH (Sem BH);TENTADO;1
317200;VISCONDE DO RIO BRANCO;2024-07-27;7;2024;4;Interior de MG;TENTADO;1
315140;PITANGUI;2024-04-14;4;2024;7;Interior de MG;TENTADO;1
315140;PITANGUI;2024-04-21;4;2024;7;Interior de MG;TENTADO;1
315057;PINTOPOLIS;2024-12-20;12;2024;11;Interior de MG;TENTADO;1
311300;CARAI;2024-02-09;2;2024;15;Interior de MG;TENTADO;1
316270;SAO JOAO DO PARAISO;2024-02-22;2;2024;11;Interior de MG;TENTADO;1
312705;FRONTEIRA DOS VALES;2024-03-04;3;2024;15;Interior de MG;TENTADO;1
312310;DORES DE GUANHAES;2024-03-05;3;2024;8;Interior de MG;TENTADO;1
312620;FORMOSO;2024-03-15;3;2024;16;Interior de MG;TENTADO;1
313930;MANGA;2024-03-17;3;2024;11;Interior de MG;TENTADO;1
313930;MANGA;2024-06-25;6;2024;11;Interior de MG;TENTADO;1
314320;MONTE SANTO DE MINAS;2024-03-25;3;2024;18;Interior de MG;TENTADO;1
315130;PIRAUBA;2024-03-28;3;2024;4;Interior de MG;TENTADO;1
314750;PASSABEM;2024-04-05;4;2024;12;Interior de MG;TENTADO;2
316030;SANTO ANTONIO DO JACINTO;2024-04-26;4;2024;15;Interior de MG;TENTADO;1
313115;IPABA;2024-05-12;5;2024;12;Interior de MG;TENTADO;1
316620;SENHORA DOS REMEDIOS;2024-05-26;5;2024;13;Interior de MG;TENTADO;1
314580;ONCA DO PITANGUI;2024-05-28;5;2024;7;Interior de MG;TENTADO;1
314315;MONTE FORMOSO;2024-06-16;6;2024;15;Interior de MG;TENTADO;1
310800;BOM SUCESSO;2024-08-06;8;2024;6;Interior de MG;TENTADO;2
311690;COMENDADOR GOMES;2024-08-18;8;2024;5;Interior de MG;TENTADO;1
314915;PEDRAS DE MARIA DA CRUZ;2024-08-24;8;2024;11;Interior de MG;TENTADO;1
316905;TOCOS DO MOJI;2024-08-30;8;2024;17;Interior de MG;TENTADO;1
316920;TOMBOS;2024-09-07;9;2024;4;Interior de MG;TENTADO;1
310950;CABO VERDE;2024-09-21;9;2024;18;Interior de MG;TENTADO;1
315930;SANTA RITA DE JACUTINGA;2024-10-16;10;2024;4;Interior de MG;TENTADO;1
314670;PALMA;2024-11-04;11;2024;4;Interior de MG;TENTADO;1
310590;BARROSO;2024-11-14;11;2024;13;Interior de MG;TENTADO;1
312380;ENGENHEIRO NAVARRO;2024-12-07;12;2024;11;Interior de MG;TENTADO;1
313610;JOANESIA;2024-12-13;12;2024;12;Interior de MG;TENTADO;1
310110;AIMORES;2024-02-18;2;2024;8;Interior de MG;CONSUMADO;1
310220;ALVARENGA;2024-06-04;6;2024;8;Interior de MG;CONSUMADO;1
310290;ANTONIO CARLOS;2024-04-10;4;2024;13;Interior de MG;CONSUMADO;1
310350;ARAGUARI;2024-01-27;1;2024;9;Interior de MG;CONSUMADO;1
310350;ARAGUARI;2024-06-29;6;2024;9;Interior de MG;CONSUMADO;1
310490;BAEPENDI;2024-05-02;5;2024;17;Interior de MG;CONSUMADO;1
310560;BARBACENA;2024-07-26;7;2024;13;Interior de MG;CONSUMADO;1
310560;BARBACENA;2024-11-19;11;2024;13;Interior de MG;CONSUMADO;1
310560;BARBACENA;2024-07-12;7;2024;13;Interior de MG;CONSUMADO;1
310620;BELO HORIZONTE;2024-04-21;4;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-07-25;7;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-08-07;8;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-09-29;9;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-01-23;1;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-02-01;2;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-09-08;9;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-10-07;10;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-10-31;10;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-12-10;12;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-12-12;12;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-12-24;12;2024;1;Belo Horizonte;CONSUMADO;1
310620;BELO HORIZONTE;2024-10-04;10;2024;1;Belo Horizonte;CONSUMADO;1
310630;BELO ORIENTE;2024-03-26;3;2024;12;Interior de MG;CONSUMADO;1
310670;BETIM;2024-05-02;5;2024;2;RMBH (Sem BH);CONSUMADO;1
310670;BETIM;2024-06-02;6;2024;2;RMBH (Sem BH);CONSUMADO;1
310670;BETIM;2024-12-21;12;2024;2;RMBH (Sem BH);CONSUMADO;1
310670;BETIM;2024-12-30;12;2024;2;RMBH (Sem BH);CONSUMADO;1
310670;BETIM;2024-11-28;11;2024;2;RMBH (Sem BH);CONSUMADO;1
310710;BOA ESPERANCA;2024-02-11;2;2024;6;Interior de MG;CONSUMADO;1
310710;BOA ESPERANCA;2024-12-22;12;2024;6;Interior de MG;CONSUMADO;1
310860;BRASILIA DE MINAS;2024-08-04;8;2024;11;Interior de MG;CONSUMADO;1
311120;CAMPO BELO;2024-01-21;1;2024;6;Interior de MG;CONSUMADO;1
311300;CARAI;2024-08-11;8;2024;15;Interior de MG;CONSUMADO;1
311330;CARANGOLA;2024-09-10;9;2024;4;Interior de MG;CONSUMADO;1
311340;CARATINGA;2024-11-19;11;2024;12;Interior de MG;CONSUMADO;1
311830;CONSELHEIRO LAFAIETE;2024-02-25;2;2024;13;Interior de MG;CONSUMADO;1
311830;CONSELHEIRO LAFAIETE;2024-10-12;10;2024;13;Interior de MG;CONSUMADO;1
311860;CONTAGEM;2024-01-10;1;2024;2;RMBH (Sem BH);CONSUMADO;1
311860;CONTAGEM;2024-08-04;8;2024;2;RMBH (Sem BH);CONSUMADO;1
312090;CURVELO;2024-03-11;3;2024;14;Interior de MG;CONSUMADO;1
312090;CURVELO;2024-07-22;7;2024;14;Interior de MG;CONSUMADO;1
312230;DIVINOPOLIS;2024-09-21;9;2024;7;Interior de MG;CONSUMADO;1
312250;DOM CAVATI;2024-06-15;6;2024;12;Interior de MG;CONSUMADO;1
312360;ELOI MENDES;2024-07-03;7;2024;6;Interior de MG;CONSUMADO;1
312410;ESMERALDAS;2024-07-07;7;2024;2;RMBH (Sem BH);CONSUMADO;1
312410;ESMERALDAS;2024-10-23;10;2024;2;RMBH (Sem BH);CONSUMADO;1
312410;ESMERALDAS;2024-12-27;12;2024;2;RMBH (Sem BH);CONSUMADO;1
312710;FRUTAL;2024-12-18;12;2024;5;Interior de MG;CONSUMADO;1
312770;GOVERNADOR VALADARES;2024-03-28;3;2024;8;Interior de MG;CONSUMADO;1
312770;GOVERNADOR VALADARES;2024-07-29;7;2024;8;Interior de MG;CONSUMADO;1
312770;GOVERNADOR VALADARES;2024-12-03;12;2024;8;Interior de MG;CONSUMADO;1
312980;IBIRITE;2024-07-11;7;2024;2;RMBH (Sem BH);CONSUMADO;1
312980;IBIRITE;2024-11-23;11;2024;2;RMBH (Sem BH);CONSUMADO;1
313130;IPATINGA;2024-08-18;8;2024;12;Interior de MG;CONSUMADO;1
313190;ITABIRITO;2024-01-21;1;2024;3;Interior de MG;CONSUMADO;1
313210;ITACARAMBI;2024-06-09;6;2024;11;Interior de MG;CONSUMADO;1
313240;ITAJUBA;2024-05-05;5;2024;17;Interior de MG;CONSUMADO;2
313330;ITAOBIM;2024-10-13;10;2024;15;Interior de MG;CONSUMADO;1
313360;ITAPEVA;2024-11-17;11;2024;17;Interior de MG;CONSUMADO;2
313440;ITURAMA;2024-08-13;8;2024;5;Interior de MG;CONSUMADO;1
313440;ITURAMA;2024-07-05;7;2024;5;Interior de MG;CONSUMADO;1
313665;JUATUBA;2024-04-08;4;2024;2;RMBH (Sem BH);CONSUMADO;1
313670;JUIZ DE FORA;2024-01-04;1;2024;4;Interior de MG;CONSUMADO;1
313720;LAGOA DA PRATA;2024-10-13;10;2024;7;Interior de MG;CONSUMADO;1
313930;MANGA;2024-01-15;1;2024;11;Interior de MG;CONSUMADO;1
313980;MAR DE ESPANHA;2024-04-13;4;2024;4;Interior de MG;CONSUMADO;1
314280;MONTE ALEGRE DE MINAS;2024-04-28;4;2024;9;Interior de MG;CONSUMADO;1
314310;MONTE CARMELO;2024-04-01;4;2024;10;Interior de MG;CONSUMADO;1
314330;MONTES CLAROS;2024-03-10;3;2024;11;Interior de MG;CONSUMADO;1
314350;MORADA NOVA DE MINAS;2024-06-15;6;2024;7;Interior de MG;CONSUMADO;1
314390;MURIAE;2024-04-16;4;2024;4;Interior de MG;CONSUMADO;1
314700;PARACATU;2024-09-02;9;2024;16;Interior de MG;CONSUMADO;1
314790;PASSOS;2024-08-07;8;2024;18;Interior de MG;CONSUMADO;1
314800;PATOS DE MINAS;2024-02-25;2;2024;10;Interior de MG;CONSUMADO;1
314800;PATOS DE MINAS;2024-07-22;7;2024;10;Interior de MG;CONSUMADO;1
314800;PATOS DE MINAS;2024-08-25;8;2024;10;Interior de MG;CONSUMADO;1
314800;PATOS DE MINAS;2024-12-26;12;2024;10;Interior de MG;CONSUMADO;1
314810;PATROCINIO;2024-04-24;4;2024;10;Interior de MG;CONSUMADO;1
