municipio_cod;municipio_fato;data_fato;mes;ano;risp;rmbh;tentado_consumado;qtde_vitimas
310110;AIMORES;2025-06-27;6;2025;8;Interior de MG;TENTADO;1
310160;ALFENAS;2025-01-02;1;2025;18;Interior de MG;TENTADO;1
310160;ALFENAS;2025-09-04;9;2025;18;Interior de MG;TENTADO;1
310170;ALMENARA;2025-12-08;12;2025;15;Interior de MG;TENTADO;2
310230;ALVINOPOLIS;2025-12-21;12;2025;12;Interior de MG;TENTADO;1
310260;ANDRADAS;2025-05-27;5;2025;18;Interior de MG;TENTADO;1
310350;ARAGUARI;2025-05-12;5;2025;9;Interior de MG;TENTADO;1
310400;ARAXA;2025-02-18;2;2025;5;Interior de MG;TENTADO;1
310400;ARAXA;2025-08-24;8;2025;5;Interior de MG;TENTADO;1
310420;ARCOS;2025-12-25;12;2025;7;Interior de MG;TENTADO;1
310450;ARINOS;2025-02-25;2;2025;16;Interior de MG;TENTADO;1
310560;BARBACENA;2025-03-18;3;2025;13;Interior de MG;TENTADO;1
310560;BARBACENA;2025-05-30;5;2025;13;Interior de MG;TENTADO;1
310620;BELO HORIZONTE;2025-01-01;1;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-01-03;1;2025;1;Belo Horizonte;TENTADO;2
310620;BELO HORIZONTE;2025-02-23;2;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-02-03;2;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-03-14;3;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-03-28;3;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-04-26;4;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-05-02;5;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-05-14;5;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-06-14;6;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-06-28;6;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-07-20;7;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-07-11;7;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-07-26;7;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-08-10;8;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-08-30;8;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-09-01;9;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-09-02;9;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-09-16;9;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-09-18;9;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-09-27;9;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-10-27;10;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-11-01;11;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-11-02;11;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-11-08;11;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-11-09;11;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-11-10;11;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-12-07;12;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-12-11;12;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-12-15;12;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-12-25;12;2025;1;Belo Horizonte;TENTADO;1
310620;BELO HORIZONTE;2025-12-03;12;2025;1;Belo Horizonte;TENTADO;1
310630;BELO ORIENTE;2025-07-05;7;2025;12;Interior de MG;TENTADO;1
310670;BETIM;2025-02-01;2;2025;2;RMBH (Sem BH);TENTADO;1
310670;BETIM;2025-04-19;4;2025;2;RMBH (Sem BH);TENTADO;1
310670;BETIM;2025-08-16;8;2025;2;RMBH (Sem BH);TENTADO;1
310670;BETIM;2025-08-25;8;2025;2;RMBH (Sem BH);TENTADO;1
310670;BETIM;2025-10-28;10;2025;2;RMBH (Sem BH);TENTADO;2
310730;BOCAIUVA;2025-05-19;5;2025;11;Interior de MG;TENTADO;1
310740;BOM DESPACHO;2025-08-18;8;2025;7;Interior de MG;TENTADO;1
310900;BRUMADINHO;2025-09-14;9;2025;2;RMBH (Sem BH);TENTADO;1
310930;BURITIS;2025-08-23;8;2025;16;Interior de MG;TENTADO;1
310940;BURITIZEIRO;2025-11-19;11;2025;14;Interior de MG;TENTADO;1
311130;CAMPO DO MEIO;2025-07-01;7;2025;18;Interior de MG;TENTADO;1
